ID_Pedido,Data_Pedido,Nome_Produto,Categoria,Preco_Unitario,Quantidade,ID_Cliente,Cidade,Estado
1286,2025-02-27 22:00:00,Gloss Crystal,Maquiagem,50.0,9,108,Belo Horizonte,MG
1287,2025-02-27 21:00:00,Gloss Crystal,Maquiagem,50.0,7,184,Curitiba,PR
1288,2025-02-27 06:00:00,Esfoliante Premium,Banho,48.18,4,214,Belo Horizonte,MG
1289,2025-02-27 15:00:00,Esfoliante Premium,Banho,49.57,8,133,Manaus,AM
1290,2025-02-28 23:00:00,Batom Matte,Maquiagem,85.0,7,165,Salvador,BA
1291,2025-02-28 08:00:00,Batom Matte,Maquiagem,85.0,8,245,Porto Alegre,RS
1292,2025-02-28 23:00:00,Base Lux,Maquiagem,80.0,3,216,São Luís,MA
1293,2025-02-28 20:00:00,Esfoliante Premium,Banho,48.23,2,122,São Luís,MA
1294,2025-02-28 03:00:00,Perfume Bloom,Perfumaria,100.0,6,241,Rio de Janeiro,RJ
1295,2025-03-01 14:00:00,Perfume Aurora,Perfumaria,150.0,6,141,Salvador,BA
1296,2025-03-01 17:00:00,Perfume Aurora,Perfumaria,150.0,4,110,Porto Alegre,RS
1297,2025-03-01 12:00:00,Batom Matte,Maquiagem,85.0,4,218,São Luís,MA
1298,2025-03-01 07:00:00,Condicionador Luxo,Banho,56.45,6,126,São Luís,MA
1299,2025-03-01 18:00:00,Perfume Aurora,Perfumaria,150.0,6,179,Fortaleza,CE
1300,2025-03-02 21:00:00,Gloss Crystal,Maquiagem,50.0,9,249,Salvador,BA
1301,2025-03-02 10:00:00,Esfoliante Premium,Banho,46.22,2,113,Salvador,BA
1302,2025-03-02 21:00:00,Batom Matte,Maquiagem,85.0,3,183,Salvador,BA
1303,2025-03-02 23:00:00,Condicionador Luxo,Banho,59.02,3,173,São Paulo,SP
1304,2025-03-02 04:00:00,Esfoliante Premium,Banho,46.06,2,199,Rio de Janeiro,RJ
1305,2025-03-03 21:00:00,Batom Matte,Maquiagem,85.0,5,176,Belo Horizonte,MG
1306,2025-03-03 08:00:00,Esfoliante Premium,Banho,45.74,4,118,Porto Alegre,RS
1307,2025-03-03 04:00:00,Gloss Crystal,Maquiagem,50.0,6,153,Porto Alegre,RS
1308,2025-03-03 17:00:00,Perfume Elegance,Perfumaria,350.0,1,102,São Paulo,SP
1309,2025-03-03 07:00:00,Esfoliante Premium,Banho,46.2,4,144,São Paulo,SP
1310,2025-03-04 09:00:00,Condicionador Luxo,Banho,59.39,3,218,Belém,PA
1311,2025-03-04 02:00:00,Perfume Aurora,Perfumaria,150.0,4,215,Curitiba,PR
1312,2025-03-04 11:00:00,Perfume Aurora,Perfumaria,150.0,3,171,Fortaleza,CE
1313,2025-03-04 06:00:00,Gloss Crystal,Maquiagem,50.0,4,167,São Luís,MA
1314,2025-03-04 00:00:00,Base Lux,Maquiagem,80.0,9,165,Rio de Janeiro,RJ
1315,2025-03-05 00:00:00,Esfoliante Premium,Banho,47.01,2,201,São Paulo,SP
1316,2025-03-05 20:00:00,Base Lux,Maquiagem,80.0,9,108,São Luís,MA
1317,2025-03-05 01:00:00,Condicionador Luxo,Banho,58.28,5,104,Fortaleza,CE
1318,2025-03-05 12:00:00,Esfoliante Premium,Banho,48.4,6,136,Manaus,AM
1319,2025-03-05 21:00:00,Perfume Bloom,Perfumaria,100.0,3,236,Porto Alegre,RS
1320,2025-03-06 23:00:00,Condicionador Luxo,Banho,58.02,8,146,Curitiba,PR
1321,2025-03-06 14:00:00,Perfume Elegance,Perfumaria,350.0,7,154,Curitiba,PR
1322,2025-03-06 07:00:00,Perfume Bloom,Perfumaria,100.0,1,217,São Paulo,SP
1323,2025-03-06 01:00:00,Batom Matte,Maquiagem,85.0,8,178,Fortaleza,CE
1324,2025-03-06 06:00:00,Batom Matte,Maquiagem,85.0,6,244,Curitiba,PR
1325,2025-03-07 12:00:00,Perfume Bloom,Perfumaria,100.0,2,153,Fortaleza,CE
1326,2025-03-07 14:00:00,Condicionador Luxo,Banho,55.15,6,122,São Luís,MA
1327,2025-03-07 23:00:00,Batom Matte,Maquiagem,85.0,3,208,Belo Horizonte,MG
1328,2025-03-07 11:00:00,Esfoliante Premium,Banho,48.31,4,184,São Luís,MA
1329,2025-03-07 20:00:00,Perfume Aurora,Perfumaria,150.0,4,140,Belém,PA
1330,2025-03-08 11:00:00,Base Lux,Maquiagem,80.0,5,106,Rio de Janeiro,RJ
1331,2025-03-08 08:00:00,Esfoliante Premium,Banho,46.23,6,193,Rio de Janeiro,RJ
1332,2025-03-08 04:00:00,Perfume Bloom,Perfumaria,100.0,4,206,Rio de Janeiro,RJ
1333,2025-03-08 20:00:00,Condicionador Luxo,Banho,58.78,6,163,Rio de Janeiro,RJ
1334,2025-03-08 00:00:00,Perfume Elegance,Perfumaria,350.0,2,224,Rio de Janeiro,RJ
1335,2025-03-09 01:00:00,Perfume Aurora,Perfumaria,150.0,3,180,Porto Alegre,RS
1336,2025-03-09 19:00:00,Condicionador Luxo,Banho,59.46,4,210,São Paulo,SP
1337,2025-03-09 04:00:00,Gloss Crystal,Maquiagem,50.0,8,230,Rio de Janeiro,RJ
1338,2025-03-09 19:00:00,Batom Matte,Maquiagem,85.0,5,245,Rio de Janeiro,RJ
1339,2025-03-09 21:00:00,Condicionador Luxo,Banho,58.61,3,229,Porto Alegre,RS
1340,2025-03-10 07:00:00,Perfume Elegance,Perfumaria,350.0,8,109,São Luís,MA
1341,2025-03-10 01:00:00,Base Lux,Maquiagem,80.0,6,182,São Paulo,SP
1342,2025-03-10 22:00:00,Base Lux,Maquiagem,80.0,7,193,Porto Alegre,RS
1343,2025-03-10 16:00:00,Condicionador Luxo,Banho,54.39,2,198,Belém,PA
1344,2025-03-10 04:00:00,Perfume Elegance,Perfumaria,350.0,6,195,São Paulo,SP
1345,2025-03-11 08:00:00,Base Lux,Maquiagem,80.0,1,139,São Paulo,SP
1346,2025-03-11 21:00:00,Base Lux,Maquiagem,80.0,7,191,Belém,PA
1347,2025-03-11 23:00:00,Perfume Aurora,Perfumaria,150.0,7,119,Manaus,AM
1348,2025-03-11 11:00:00,Perfume Bloom,Perfumaria,100.0,9,239,Rio de Janeiro,RJ
1349,2025-03-11 11:00:00,Batom Matte,Maquiagem,85.0,7,172,São Luís,MA
1350,2025-03-12 19:00:00,Esfoliante Premium,Banho,47.24,9,155,São Paulo,SP
1351,2025-03-12 11:00:00,Perfume Aurora,Perfumaria,150.0,6,236,Belém,PA
1352,2025-03-12 05:00:00,Perfume Elegance,Perfumaria,350.0,2,210,Manaus,AM
1353,2025-03-12 07:00:00,Batom Matte,Maquiagem,85.0,5,107,Manaus,AM
1354,2025-03-12 19:00:00,Condicionador Luxo,Banho,56.08,7,232,Salvador,BA
1355,2025-03-13 17:00:00,Perfume Aurora,Perfumaria,150.0,3,227,Manaus,AM
1356,2025-03-13 16:00:00,Esfoliante Premium,Banho,45.56,2,198,Belo Horizonte,MG
1357,2025-03-13 11:00:00,Perfume Aurora,Perfumaria,150.0,5,154,Porto Alegre,RS
1358,2025-03-13 20:00:00,Perfume Aurora,Perfumaria,150.0,8,113,Salvador,BA
1359,2025-03-13 03:00:00,Perfume Elegance,Perfumaria,350.0,4,143,Porto Alegre,RS
1360,2025-03-14 04:00:00,Esfoliante Premium,Banho,48.21,9,142,São Paulo,SP
1361,2025-03-14 11:00:00,Perfume Elegance,Perfumaria,350.0,5,184,Fortaleza,CE
1362,2025-03-14 09:00:00,Perfume Aurora,Perfumaria,150.0,4,190,São Paulo,SP
1363,2025-03-14 06:00:00,Base Lux,Maquiagem,80.0,6,150,Rio de Janeiro,RJ
1364,2025-03-14 19:00:00,Base Lux,Maquiagem,80.0,9,167,São Luís,MA
1365,2025-03-15 05:00:00,Base Lux,Maquiagem,80.0,4,123,Curitiba,PR
1366,2025-03-15 09:00:00,Perfume Bloom,Perfumaria,100.0,8,203,São Paulo,SP
1367,2025-03-15 21:00:00,Base Lux,Maquiagem,80.0,2,135,Salvador,BA
1368,2025-03-15 04:00:00,Perfume Bloom,Perfumaria,100.0,8,107,Fortaleza,CE
1369,2025-03-15 20:00:00,Perfume Elegance,Perfumaria,350.0,8,125,Rio de Janeiro,RJ
1370,2025-03-16 06:00:00,Perfume Aurora,Perfumaria,150.0,6,188,São Paulo,SP
1371,2025-03-16 16:00:00,Perfume Elegance,Perfumaria,350.0,1,218,Belo Horizonte,MG
1372,2025-03-16 10:00:00,Batom Matte,Maquiagem,85.0,1,234,Salvador,BA
1373,2025-03-16 15:00:00,Base Lux,Maquiagem,80.0,1,209,Belém,PA
1374,2025-03-16 21:00:00,Gloss Crystal,Maquiagem,50.0,9,164,Manaus,AM
1375,2025-03-17 10:00:00,Esfoliante Premium,Banho,46.68,6,233,Curitiba,PR
1376,2025-03-17 18:00:00,Batom Matte,Maquiagem,85.0,1,179,Fortaleza,CE
1377,2025-03-17 13:00:00,Esfoliante Premium,Banho,49.83,5,130,Porto Alegre,RS
1378,2025-03-17 21:00:00,Base Lux,Maquiagem,80.0,6,129,Belém,PA
1379,2025-03-17 23:00:00,Batom Matte,Maquiagem,85.0,9,245,Belém,PA
1380,2025-03-18 18:00:00,Condicionador Luxo,Banho,55.35,7,177,Belo Horizonte,MG
1381,2025-03-18 07:00:00,Gloss Crystal,Maquiagem,50.0,1,182,Rio de Janeiro,RJ
1382,2025-03-18 02:00:00,Perfume Bloom,Perfumaria,100.0,2,169,Rio de Janeiro,RJ
1383,2025-03-18 07:00:00,Gloss Crystal,Maquiagem,50.0,8,104,Belém,PA
1384,2025-03-18 07:00:00,Gloss Crystal,Maquiagem,50.0,7,229,Fortaleza,CE
1385,2025-03-19 06:00:00,Perfume Bloom,Perfumaria,100.0,6,203,Porto Alegre,RS
1386,2025-03-19 04:00:00,Esfoliante Premium,Banho,47.66,2,238,São Luís,MA
1387,2025-03-19 15:00:00,Batom Matte,Maquiagem,85.0,2,202,Rio de Janeiro,RJ
1388,2025-03-19 08:00:00,Perfume Elegance,Perfumaria,350.0,1,150,Belém,PA
1389,2025-03-19 16:00:00,Batom Matte,Maquiagem,85.0,9,142,Belém,PA
1390,2025-03-20 08:00:00,Perfume Bloom,Perfumaria,100.0,9,118,Belo Horizonte,MG
1391,2025-03-20 02:00:00,Perfume Elegance,Perfumaria,350.0,4,166,Rio de Janeiro,RJ
1392,2025-03-20 19:00:00,Condicionador Luxo,Banho,59.28,8,189,Curitiba,PR
1393,2025-03-20 06:00:00,Perfume Bloom,Perfumaria,100.0,6,193,Porto Alegre,RS
1394,2025-03-20 01:00:00,Base Lux,Maquiagem,80.0,7,155,São Luís,MA
1395,2025-03-21 07:00:00,Batom Matte,Maquiagem,85.0,3,215,São Paulo,SP
1396,2025-03-21 22:00:00,Perfume Aurora,Perfumaria,150.0,3,196,Manaus,AM
1397,2025-03-21 17:00:00,Condicionador Luxo,Banho,55.43,9,117,Curitiba,PR
1398,2025-03-21 02:00:00,Batom Matte,Maquiagem,85.0,6,187,São Paulo,SP
1399,2025-03-21 19:00:00,Esfoliante Premium,Banho,48.27,1,156,Manaus,AM
1400,2025-03-22 06:00:00,Batom Matte,Maquiagem,85.0,9,176,Porto Alegre,RS
1401,2025-03-22 13:00:00,Esfoliante Premium,Banho,48.1,3,187,Belo Horizonte,MG
1402,2025-03-22 15:00:00,Perfume Aurora,Perfumaria,150.0,9,196,Belém,PA
1403,2025-03-22 08:00:00,Perfume Elegance,Perfumaria,350.0,4,213,Belo Horizonte,MG
1404,2025-03-22 12:00:00,Batom Matte,Maquiagem,85.0,4,162,Curitiba,PR
1405,2025-03-23 23:00:00,Perfume Aurora,Perfumaria,150.0,7,248,Fortaleza,CE
1406,2025-03-23 19:00:00,Perfume Aurora,Perfumaria,150.0,5,194,São Paulo,SP
1407,2025-03-23 09:00:00,Condicionador Luxo,Banho,55.75,7,129,São Paulo,SP
1408,2025-03-23 18:00:00,Batom Matte,Maquiagem,85.0,3,154,Salvador,BA
1409,2025-03-23 09:00:00,Batom Matte,Maquiagem,85.0,1,215,Fortaleza,CE
1410,2025-03-24 00:00:00,Condicionador Luxo,Banho,55.61,8,102,Manaus,AM
1411,2025-03-24 15:00:00,Gloss Crystal,Maquiagem,50.0,3,185,Porto Alegre,RS
1412,2025-03-24 15:00:00,Base Lux,Maquiagem,80.0,1,222,Salvador,BA
1413,2025-03-24 21:00:00,Gloss Crystal,Maquiagem,50.0,1,150,Porto Alegre,RS
1414,2025-03-24 12:00:00,Gloss Crystal,Maquiagem,50.0,1,117,Fortaleza,CE
1415,2025-03-25 13:00:00,Perfume Aurora,Perfumaria,150.0,7,210,Belo Horizonte,MG
1416,2025-03-25 15:00:00,Base Lux,Maquiagem,80.0,6,159,São Luís,MA
1417,2025-03-25 20:00:00,Perfume Bloom,Perfumaria,100.0,7,245,Salvador,BA
1418,2025-03-25 04:00:00,Batom Matte,Maquiagem,85.0,9,104,Curitiba,PR
1419,2025-03-25 17:00:00,Batom Matte,Maquiagem,85.0,8,182,Curitiba,PR
1420,2025-03-26 22:00:00,Perfume Bloom,Perfumaria,100.0,8,193,Belém,PA
1421,2025-03-26 14:00:00,Gloss Crystal,Maquiagem,50.0,8,231,Salvador,BA
1422,2025-03-26 05:00:00,Perfume Aurora,Perfumaria,150.0,4,126,São Paulo,SP
1423,2025-03-26 19:00:00,Perfume Aurora,Perfumaria,150.0,5,183,Rio de Janeiro,RJ
1424,2025-03-26 12:00:00,Batom Matte,Maquiagem,85.0,5,162,Belém,PA
1425,2025-03-27 13:00:00,Base Lux,Maquiagem,80.0,2,143,Fortaleza,CE
1426,2025-03-27 22:00:00,Gloss Crystal,Maquiagem,50.0,1,147,Belém,PA
1427,2025-03-27 08:00:00,Esfoliante Premium,Banho,48.46,3,209,Manaus,AM
1428,2025-03-27 15:00:00,Perfume Elegance,Perfumaria,350.0,7,117,Fortaleza,CE
1429,2025-03-27 02:00:00,Perfume Bloom,Perfumaria,100.0,6,154,Belo Horizonte,MG
1430,2025-03-28 21:00:00,Perfume Aurora,Perfumaria,150.0,2,244,Fortaleza,CE
1431,2025-03-28 11:00:00,Perfume Elegance,Perfumaria,350.0,6,233,Rio de Janeiro,RJ
1432,2025-03-28 15:00:00,Batom Matte,Maquiagem,85.0,6,211,Curitiba,PR
1433,2025-03-28 15:00:00,Gloss Crystal,Maquiagem,50.0,4,126,Rio de Janeiro,RJ
1434,2025-03-28 05:00:00,Base Lux,Maquiagem,80.0,4,103,Belém,PA
1435,2025-03-29 00:00:00,Condicionador Luxo,Banho,56.87,5,239,Porto Alegre,RS
1436,2025-03-29 11:00:00,Gloss Crystal,Maquiagem,50.0,9,237,Curitiba,PR
1437,2025-03-29 09:00:00,Base Lux,Maquiagem,80.0,5,109,Curitiba,PR
1438,2025-03-29 16:00:00,Perfume Elegance,Perfumaria,350.0,5,159,São Paulo,SP
1439,2025-03-29 04:00:00,Perfume Bloom,Perfumaria,100.0,2,173,Salvador,BA
1440,2025-03-30 19:00:00,Condicionador Luxo,Banho,57.02,5,110,Salvador,BA
1441,2025-03-30 14:00:00,Perfume Aurora,Perfumaria,150.0,3,161,Belém,PA
1442,2025-03-30 19:00:00,Gloss Crystal,Maquiagem,50.0,1,170,Manaus,AM
1443,2025-03-30 23:00:00,Condicionador Luxo,Banho,59.41,9,174,Fortaleza,CE
1444,2025-03-30 03:00:00,Base Lux,Maquiagem,80.0,6,189,Porto Alegre,RS
1445,2025-03-31 16:00:00,Condicionador Luxo,Banho,55.88,3,183,Fortaleza,CE
1446,2025-03-31 00:00:00,Base Lux,Maquiagem,80.0,6,115,Rio de Janeiro,RJ
1447,2025-03-31 05:00:00,Perfume Bloom,Perfumaria,100.0,4,200,Rio de Janeiro,RJ
1448,2025-03-31 18:00:00,Batom Matte,Maquiagem,85.0,1,142,Manaus,AM
1449,2025-03-31 22:00:00,Perfume Elegance,Perfumaria,350.0,3,235,Belém,PA
1450,2025-04-01 02:00:00,Esfoliante Premium,Banho,47.81,2,103,Rio de Janeiro,RJ
1451,2025-04-01 23:00:00,Esfoliante Premium,Banho,45.34,4,118,São Luís,MA
1452,2025-04-01 15:00:00,Perfume Bloom,Perfumaria,100.0,8,176,Manaus,AM
1453,2025-04-01 21:00:00,Gloss Crystal,Maquiagem,50.0,2,122,Curitiba,PR
1454,2025-04-01 07:00:00,Perfume Aurora,Perfumaria,150.0,8,196,Belo Horizonte,MG
1455,2025-04-02 01:00:00,Gloss Crystal,Maquiagem,50.0,8,168,Belém,PA
1456,2025-04-02 09:00:00,Base Lux,Maquiagem,80.0,4,100,Belo Horizonte,MG
1457,2025-04-02 07:00:00,Gloss Crystal,Maquiagem,50.0,2,231,Salvador,BA
1458,2025-04-02 15:00:00,Perfume Elegance,Perfumaria,350.0,6,190,Manaus,AM
1459,2025-04-02 21:00:00,Perfume Bloom,Perfumaria,100.0,1,225,Rio de Janeiro,RJ
1460,2025-04-03 14:00:00,Perfume Elegance,Perfumaria,350.0,8,152,Rio de Janeiro,RJ
1461,2025-04-03 12:00:00,Gloss Crystal,Maquiagem,50.0,5,202,São Paulo,SP
1462,2025-04-03 02:00:00,Perfume Bloom,Perfumaria,100.0,1,148,Fortaleza,CE
1463,2025-04-03 01:00:00,Gloss Crystal,Maquiagem,50.0,7,172,Salvador,BA
1464,2025-04-03 13:00:00,Batom Matte,Maquiagem,85.0,4,139,São Luís,MA
1465,2025-04-04 04:00:00,Batom Matte,Maquiagem,85.0,3,109,Manaus,AM
1466,2025-04-04 10:00:00,Condicionador Luxo,Banho,55.41,7,133,Porto Alegre,RS
1467,2025-04-04 07:00:00,Perfume Elegance,Perfumaria,350.0,3,114,Manaus,AM
1468,2025-04-04 13:00:00,Perfume Elegance,Perfumaria,350.0,6,194,Belém,PA
1469,2025-04-04 10:00:00,Condicionador Luxo,Banho,54.78,2,120,Fortaleza,CE
1470,2025-04-05 22:00:00,Base Lux,Maquiagem,80.0,6,231,Belo Horizonte,MG
1471,2025-04-05 18:00:00,Condicionador Luxo,Banho,55.26,3,173,Salvador,BA
1472,2025-04-05 19:00:00,Base Lux,Maquiagem,80.0,3,203,Manaus,AM
1473,2025-04-05 19:00:00,Batom Matte,Maquiagem,85.0,2,172,Salvador,BA
1474,2025-04-05 12:00:00,Gloss Crystal,Maquiagem,50.0,2,150,Fortaleza,CE
1475,2025-04-06 07:00:00,Esfoliante Premium,Banho,48.16,9,118,Porto Alegre,RS
1476,2025-04-06 02:00:00,Base Lux,Maquiagem,80.0,5,196,Porto Alegre,RS
1477,2025-04-06 21:00:00,Condicionador Luxo,Banho,58.86,4,163,Porto Alegre,RS
1478,2025-04-06 08:00:00,Perfume Aurora,Perfumaria,150.0,5,101,Fortaleza,CE
1479,2025-04-06 01:00:00,Batom Matte,Maquiagem,85.0,8,245,Belém,PA
1480,2025-04-07 02:00:00,Base Lux,Maquiagem,80.0,5,210,Manaus,AM
1481,2025-04-07 21:00:00,Gloss Crystal,Maquiagem,50.0,1,178,Salvador,BA
1482,2025-04-07 04:00:00,Base Lux,Maquiagem,80.0,1,212,São Paulo,SP
1483,2025-04-07 07:00:00,Perfume Elegance,Perfumaria,350.0,5,203,São Paulo,SP
1484,2025-04-07 18:00:00,Perfume Aurora,Perfumaria,150.0,9,165,Belo Horizonte,MG
1485,2025-04-08 23:00:00,Condicionador Luxo,Banho,54.6,8,121,Belo Horizonte,MG
1486,2025-04-08 16:00:00,Perfume Bloom,Perfumaria,100.0,4,155,Fortaleza,CE
1487,2025-04-08 08:00:00,Batom Matte,Maquiagem,85.0,9,178,Belo Horizonte,MG
1488,2025-04-08 10:00:00,Perfume Elegance,Perfumaria,350.0,5,145,Manaus,AM
1489,2025-04-08 21:00:00,Perfume Aurora,Perfumaria,150.0,2,213,Belo Horizonte,MG
1490,2025-04-09 20:00:00,Batom Matte,Maquiagem,85.0,8,156,Belo Horizonte,MG
1491,2025-04-09 10:00:00,Base Lux,Maquiagem,80.0,4,119,Manaus,AM
1492,2025-04-09 22:00:00,Esfoliante Premium,Banho,46.87,2,235,Rio de Janeiro,RJ
1493,2025-04-09 02:00:00,Esfoliante Premium,Banho,49.72,6,115,Salvador,BA
1494,2025-04-09 13:00:00,Perfume Bloom,Perfumaria,100.0,9,112,Fortaleza,CE
1495,2025-04-10 06:00:00,Perfume Elegance,Perfumaria,350.0,9,113,Porto Alegre,RS
1496,2025-04-10 05:00:00,Esfoliante Premium,Banho,48.56,5,196,São Luís,MA
1497,2025-04-10 17:00:00,Condicionador Luxo,Banho,58.74,6,227,Manaus,AM
1498,2025-04-10 01:00:00,Perfume Bloom,Perfumaria,100.0,1,240,São Luís,MA
1499,2025-04-10 20:00:00,Condicionador Luxo,Banho,55.2,9,133,São Paulo,SP
1500,2025-04-11 17:00:00,Perfume Aurora,Perfumaria,150.0,3,159,Salvador,BA
1501,2025-04-11 17:00:00,Perfume Elegance,Perfumaria,350.0,9,201,Belém,PA
1502,2025-04-11 22:00:00,Perfume Elegance,Perfumaria,350.0,5,153,São Luís,MA
1503,2025-04-11 00:00:00,Base Lux,Maquiagem,80.0,6,174,Fortaleza,CE
1504,2025-04-11 04:00:00,Base Lux,Maquiagem,80.0,2,243,Belém,PA
1505,2025-04-12 10:00:00,Perfume Aurora,Perfumaria,150.0,4,226,Belém,PA
1506,2025-04-12 20:00:00,Condicionador Luxo,Banho,57.26,5,112,Fortaleza,CE
1507,2025-04-12 14:00:00,Perfume Aurora,Perfumaria,150.0,1,133,Curitiba,PR
1508,2025-04-12 13:00:00,Perfume Aurora,Perfumaria,150.0,3,214,Salvador,BA
1509,2025-04-12 10:00:00,Perfume Bloom,Perfumaria,100.0,1,236,Porto Alegre,RS
1510,2025-04-13 21:00:00,Perfume Elegance,Perfumaria,350.0,6,189,Belo Horizonte,MG
1511,2025-04-13 14:00:00,Batom Matte,Maquiagem,85.0,3,126,Belém,PA
1512,2025-04-13 17:00:00,Base Lux,Maquiagem,80.0,6,193,Salvador,BA
1513,2025-04-13 18:00:00,Condicionador Luxo,Banho,55.33,6,142,Rio de Janeiro,RJ
1514,2025-04-13 02:00:00,Condicionador Luxo,Banho,54.46,4,112,Rio de Janeiro,RJ
1515,2025-04-14 09:00:00,Perfume Elegance,Perfumaria,350.0,4,118,Belém,PA
1516,2025-04-14 11:00:00,Perfume Aurora,Perfumaria,150.0,5,169,São Luís,MA
1517,2025-04-14 23:00:00,Base Lux,Maquiagem,80.0,3,216,Porto Alegre,RS
1518,2025-04-14 12:00:00,Esfoliante Premium,Banho,46.33,7,109,Curitiba,PR
1519,2025-04-14 22:00:00,Perfume Aurora,Perfumaria,150.0,9,100,São Luís,MA
1520,2025-04-15 11:00:00,Gloss Crystal,Maquiagem,50.0,3,147,Curitiba,PR
1521,2025-04-15 19:00:00,Base Lux,Maquiagem,80.0,2,102,Curitiba,PR
1522,2025-04-15 15:00:00,Perfume Aurora,Perfumaria,150.0,2,138,Manaus,AM
1523,2025-04-15 11:00:00,Perfume Bloom,Perfumaria,100.0,7,203,Belo Horizonte,MG
1524,2025-04-15 07:00:00,Gloss Crystal,Maquiagem,50.0,1,109,Porto Alegre,RS
1525,2025-04-16 01:00:00,Gloss Crystal,Maquiagem,50.0,7,198,Belém,PA
1526,2025-04-16 12:00:00,Base Lux,Maquiagem,80.0,2,246,Belém,PA
1527,2025-04-16 00:00:00,Base Lux,Maquiagem,80.0,1,139,São Luís,MA
1528,2025-04-16 09:00:00,Perfume Bloom,Perfumaria,100.0,7,153,Rio de Janeiro,RJ
1529,2025-04-16 10:00:00,Esfoliante Premium,Banho,49.49,3,206,São Luís,MA
1530,2025-04-17 02:00:00,Esfoliante Premium,Banho,48.76,3,152,Manaus,AM
1531,2025-04-17 15:00:00,Esfoliante Premium,Banho,46.65,9,173,Curitiba,PR
1532,2025-04-17 19:00:00,Condicionador Luxo,Banho,58.08,6,126,São Paulo,SP
1533,2025-04-17 09:00:00,Gloss Crystal,Maquiagem,50.0,8,115,Fortaleza,CE
1534,2025-04-17 01:00:00,Perfume Bloom,Perfumaria,100.0,9,176,São Luís,MA
1535,2025-04-18 08:00:00,Gloss Crystal,Maquiagem,50.0,5,181,Belém,PA
1536,2025-04-18 20:00:00,Condicionador Luxo,Banho,59.65,1,139,Curitiba,PR
1537,2025-04-18 10:00:00,Perfume Elegance,Perfumaria,350.0,7,129,Fortaleza,CE
1538,2025-04-18 23:00:00,Condicionador Luxo,Banho,59.12,3,153,São Luís,MA
1539,2025-04-18 04:00:00,Perfume Elegance,Perfumaria,350.0,3,192,Salvador,BA
1540,2025-04-19 11:00:00,Base Lux,Maquiagem,80.0,5,158,Rio de Janeiro,RJ
1541,2025-04-19 04:00:00,Perfume Bloom,Perfumaria,100.0,8,223,Porto Alegre,RS
1542,2025-04-19 20:00:00,Batom Matte,Maquiagem,85.0,2,107,Porto Alegre,RS
1543,2025-04-19 21:00:00,Esfoliante Premium,Banho,48.66,9,187,São Paulo,SP
1544,2025-04-19 08:00:00,Gloss Crystal,Maquiagem,50.0,6,169,Fortaleza,CE
1545,2025-04-20 22:00:00,Base Lux,Maquiagem,80.0,4,117,São Luís,MA
1546,2025-04-20 20:00:00,Base Lux,Maquiagem,80.0,4,142,Porto Alegre,RS
1547,2025-04-20 00:00:00,Perfume Elegance,Perfumaria,350.0,9,242,São Paulo,SP
1548,2025-04-20 06:00:00,Perfume Aurora,Perfumaria,150.0,3,220,Fortaleza,CE
1549,2025-04-20 18:00:00,Batom Matte,Maquiagem,85.0,2,149,São Luís,MA
1550,2025-04-21 09:00:00,Gloss Crystal,Maquiagem,50.0,1,118,Salvador,BA
1551,2025-04-21 05:00:00,Perfume Aurora,Perfumaria,150.0,9,229,São Paulo,SP
1552,2025-04-21 13:00:00,Condicionador Luxo,Banho,57.37,7,178,São Luís,MA
1553,2025-04-21 16:00:00,Perfume Bloom,Perfumaria,100.0,7,207,São Luís,MA
1554,2025-04-21 06:00:00,Gloss Crystal,Maquiagem,50.0,8,151,Belo Horizonte,MG
1555,2025-04-22 13:00:00,Perfume Elegance,Perfumaria,350.0,4,214,Manaus,AM
1556,2025-04-22 06:00:00,Perfume Aurora,Perfumaria,150.0,2,131,Manaus,AM
1557,2025-04-22 06:00:00,Perfume Bloom,Perfumaria,100.0,9,147,Belo Horizonte,MG
1558,2025-04-22 19:00:00,Perfume Bloom,Perfumaria,100.0,6,214,Manaus,AM
1559,2025-04-22 02:00:00,Condicionador Luxo,Banho,59.18,2,177,São Luís,MA
1560,2025-04-23 15:00:00,Gloss Crystal,Maquiagem,50.0,1,128,Curitiba,PR
1561,2025-04-23 21:00:00,Perfume Bloom,Perfumaria,100.0,1,114,Porto Alegre,RS
1562,2025-04-23 03:00:00,Condicionador Luxo,Banho,59.61,5,124,Rio de Janeiro,RJ
1563,2025-04-23 10:00:00,Batom Matte,Maquiagem,85.0,2,110,Curitiba,PR
1564,2025-04-23 15:00:00,Batom Matte,Maquiagem,85.0,3,132,Porto Alegre,RS
1565,2025-04-24 03:00:00,Perfume Bloom,Perfumaria,100.0,8,111,São Luís,MA
1566,2025-04-24 14:00:00,Perfume Elegance,Perfumaria,350.0,1,157,Porto Alegre,RS
1567,2025-04-24 14:00:00,Base Lux,Maquiagem,80.0,4,139,São Paulo,SP
1568,2025-04-24 05:00:00,Perfume Elegance,Perfumaria,350.0,2,104,Belo Horizonte,MG
1569,2025-04-24 04:00:00,Gloss Crystal,Maquiagem,50.0,1,143,Manaus,AM
1570,2025-04-25 06:00:00,Perfume Bloom,Perfumaria,100.0,6,174,São Luís,MA
1571,2025-04-25 02:00:00,Base Lux,Maquiagem,80.0,5,237,Belém,PA
1572,2025-04-25 06:00:00,Base Lux,Maquiagem,80.0,3,103,São Paulo,SP
